,end,cholera,paratyphoid ,typhoid ,acute viral hepatitis a,acute viral hepatitis e,poliomyelitis,plague,yellow fever,dengue fever,dengue haemorrhagic fever,malaria,chikungunya fever,hfmd,diphtheria,measles,mumps  ,rubella,sars,nipah virus infection,acute viral hepatitis b,encephalitis,legionellosis,campylobacteriosis,acute viral hepatitis c,melioidosis,meningococcal infection,pertussis,pneumococcal disease (invasive),haemophilus influenzae type b,salmonellosis(non-enteric fevers),avian influenza,acute upper respiratory tract infections,acute conjunctivitis,acute diarrhoea,chickenpox,zika virus infection,leptospirosis,ebola virus disease,japanese encephalitis,tetanus,botulism,murine typhus,monkeypox,middle east respiratory syndrome
273,2017-04-01,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,49.0,1.0,0.0,0.0,663.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,1.0,0.0,5.0,0.0,45.0,0.0,2839.0,113.0,486.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,
274,2017-04-08,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,37.0,0.0,1.0,1.0,695.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,2.0,0.0,1.0,33.0,0.0,3023.0,98.0,531.0,16.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,
275,2017-04-15,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,32.0,0.0,1.0,0.0,654.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,0.0,42.0,0.0,3164.0,99.0,548.0,22.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,,
276,2017-04-22,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,51.0,0.0,2.0,0.0,762.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,0.0,2.0,0.0,31.0,0.0,3202.0,99.0,546.0,16.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,,
277,2017-04-29,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,752.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,3189.0,95.0,566.0,18.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,,
278,2017-05-06,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,42.0,0.0,2.0,0.0,755.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,43.0,0.0,3452.0,108.0,542.0,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,
279,2017-05-13,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,732.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,4.0,0.0,38.0,0.0,3645.0,103.0,596.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
280,2017-05-20,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,48.0,2.0,0.0,1.0,793.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,3.0,0.0,40.0,0.0,3500.0,88.0,565.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
281,2017-05-27,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,50.0,0.0,2.0,0.0,789.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,44.0,0.0,3440.0,84.0,548.0,14.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,
282,2017-06-03,1.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,713.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,1.0,10.0,1.0,65.0,0.0,3241.0,84.0,484.0,10.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,
283,2017-06-10,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,62.0,0.0,0.0,2.0,607.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,3.0,3.0,0.0,36.0,0.0,2842.0,87.0,468.0,14.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,,
284,2017-06-17,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,79.0,1.0,0.0,1.0,520.0,0.0,3.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,49.0,0.0,2476.0,83.0,464.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
285,2017-06-24,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,73.0,0.0,1.0,2.0,554.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,33.0,0.0,2374.0,82.0,455.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,
286,2017-07-01,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,75.0,0.0,1.0,2.0,436.0,0.0,2.0,12.0,1.0,0.0,0.0,1.0,0.0,1.0,13.0,1.0,4.0,0.0,1.0,2.0,0.0,28.0,0.0,2793.0,84.0,617.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
287,2017-07-08,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,63.0,0.0,3.0,1.0,572.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,16.0,0.0,1.0,0.0,1.0,4.0,0.0,41.0,0.0,2835.0,77.0,529.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
288,2017-07-15,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,53.0,0.0,0.0,1.0,661.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,2.0,4.0,0.0,31.0,0.0,3191.0,85.0,616.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
289,2017-07-22,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,692.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,2.0,1.0,0.0,1.0,2.0,0.0,30.0,0.0,3355.0,96.0,612.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
290,2017-07-29,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,66.0,1.0,1.0,0.0,803.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,8.0,0.0,45.0,0.0,3132.0,88.0,605.0,14.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,,
291,2017-08-05,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,60.0,0.0,1.0,1.0,872.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,0.0,40.0,0.0,2867.0,87.0,576.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,
292,2017-08-12,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,56.0,0.0,1.0,1.0,695.0,0.0,2.0,15.0,1.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,1.0,0.0,2.0,2.0,0.0,46.0,0.0,2783.0,87.0,597.0,15.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,,
293,2017-08-19,0.0,0.0,0.0,2.0,7.0,0.0,0.0,0.0,52.0,1.0,1.0,2.0,711.0,0.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,6.0,0.0,27.0,0.0,2893.0,80.0,599.0,12.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,
294,2017-08-26,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,51.0,1.0,1.0,1.0,840.0,0.0,0.0,13.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,0.0,3.0,4.0,0.0,37.0,0.0,2771.0,78.0,568.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
295,2017-09-02,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,33.0,0.0,3.0,0.0,761.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,2.0,0.0,5.0,4.0,0.0,39.0,0.0,2502.0,81.0,481.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
296,2017-09-09,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,40.0,0.0,1.0,1.0,659.0,1.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,13.0,2.0,1.0,1.0,0.0,4.0,0.0,46.0,0.0,2378.0,75.0,461.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
297,2017-09-16,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,53.0,0.0,1.0,0.0,717.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,1.0,0.0,5.0,2.0,0.0,41.0,0.0,2489.0,80.0,529.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
298,2017-09-23,0.0,1.0,1.0,3.0,4.0,0.0,0.0,0.0,58.0,1.0,1.0,0.0,708.0,0.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,39.0,0.0,2665.0,84.0,510.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
299,2017-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,672.0,0.0,1.0,14.0,0.0,0.0,0.0,2.0,0.0,1.0,17.0,0.0,1.0,0.0,1.0,4.0,0.0,27.0,0.0,2686.0,80.0,483.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
300,2017-10-07,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,51.0,1.0,1.0,1.0,622.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,2.0,0.0,1.0,1.0,0.0,33.0,0.0,2881.0,71.0,504.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
301,2017-10-14,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,1.0,721.0,0.0,0.0,13.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,34.0,0.0,3016.0,80.0,518.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
302,2017-10-21,1.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,62.0,1.0,1.0,1.0,635.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,2.0,3.0,0.0,38.0,0.0,3125.0,88.0,575.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
303,2017-10-28,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,77.0,0.0,1.0,0.0,549.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,1.0,0.0,2.0,1.0,0.0,37.0,0.0,2869.0,74.0,532.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
304,2017-11-04,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,62.0,0.0,1.0,1.0,553.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,1.0,2.0,4.0,0.0,50.0,0.0,2882.0,80.0,507.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
305,2017-11-11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0,0.0,474.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,0.0,3.0,2.0,1.0,35.0,0.0,2862.0,77.0,519.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,,
306,2017-11-18,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,1.0,1.0,550.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,0.0,2.0,1.0,0.0,33.0,0.0,2939.0,80.0,544.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
307,2017-11-25,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,24.0,0.0,1.0,0.0,482.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,1.0,1.0,1.0,5.0,0.0,27.0,0.0,2910.0,76.0,504.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
308,2017-12-02,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,37.0,1.0,2.0,3.0,463.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,1.0,0.0,1.0,4.0,2.0,0.0,38.0,0.0,2836.0,83.0,502.0,14.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,
309,2017-12-09,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,33.0,1.0,2.0,1.0,416.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,6.0,0.0,36.0,0.0,2711.0,82.0,500.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
310,2017-12-16,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,460.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,2.0,0.0,3.0,2.0,0.0,44.0,0.0,2677.0,82.0,483.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
311,2017-12-23,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,412.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,2.0,2.0,1.0,36.0,0.0,2729.0,93.0,466.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,,
312,2017-12-30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,325.0,0.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,3.0,0.0,42.0,0.0,2836.0,88.0,485.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
313,2018-01-06,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,83.0,0.0,2.0,0.0,326.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,1.0,0.0,27.0,0.0,3158.0,103.0,580.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
314,2018-01-13,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,68.0,0.0,1.0,0.0,478.0,0.0,1.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,1.0,1.0,3.0,3.0,0.0,33.0,0.0,3632.0,93.0,604.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
315,2018-01-20,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,542.0,0.0,2.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,5.0,0.0,28.0,0.0,4234.0,96.0,583.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
316,2018-01-27,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,645.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,23.0,0.0,4048.0,91.0,607.0,19.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,
317,2018-02-03,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,757.0,0.0,1.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,2.0,0.0,26.0,0.0,3960.0,109.0,583.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,
318,2018-02-10,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,699.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,4.0,2.0,0.0,22.0,0.0,3983.0,114.0,560.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
319,2018-02-17,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,546.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,13.0,0.0,3911.0,109.0,543.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
320,2018-02-24,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,38.0,1.0,1.0,0.0,668.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,1.0,4.0,0.0,14.0,0.0,3513.0,117.0,585.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
321,2018-03-03,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,51.0,0.0,0.0,1.0,780.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,3.0,0.0,32.0,0.0,3174.0,101.0,572.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
322,2018-03-10,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1105.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,32.0,0.0,3012.0,104.0,550.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
323,2018-03-17,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,37.0,2.0,2.0,0.0,946.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,0.0,32.0,0.0,2694.0,95.0,498.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
324,2018-03-24,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,36.0,0.0,1.0,0.0,983.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,0.0,6.0,2.0,0.0,30.0,0.0,2806.0,112.0,552.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
325,2018-03-31,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,843.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,1.0,2.0,0.0,22.0,0.0,2797.0,109.0,532.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
326,2018-04-07,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,1010.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,5.0,0.0,0.0,32.0,0.0,2968.0,104.0,565.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
327,2018-04-14,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,38.0,0.0,1.0,0.0,985.0,0.0,2.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,1.0,0.0,5.0,1.0,0.0,31.0,0.0,2959.0,101.0,601.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
328,2018-04-21,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,56.0,0.0,1.0,0.0,996.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,1.0,4.0,1.0,0.0,33.0,0.0,2984.0,91.0,575.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
329,2018-04-28,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,55.0,1.0,1.0,0.0,1066.0,0.0,3.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,1.0,27.0,0.0,3044.0,89.0,568.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
330,2018-05-05,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,74.0,3.0,1.0,0.0,971.0,0.0,0.0,16.0,1.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,2.0,4.0,0.0,41.0,0.0,3249.0,99.0,574.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
331,2018-05-12,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,62.0,0.0,1.0,0.0,1159.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,0.0,1.0,0.0,5.0,2.0,0.0,36.0,0.0,3131.0,90.0,575.0,13.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,
332,2018-05-19,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,63.0,1.0,1.0,1.0,1022.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,2.0,1.0,40.0,0.0,3075.0,90.0,598.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
333,2018-05-26,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,64.0,1.0,0.0,0.0,1086.0,0.0,3.0,15.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,3.0,4.0,0.0,40.0,0.0,3089.0,95.0,609.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
334,2018-06-02,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,52.0,2.0,0.0,1.0,849.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,4.0,0.0,47.0,0.0,3023.0,89.0,563.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
335,2018-06-09,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0,1.0,873.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,1.0,0.0,3.0,1.0,1.0,47.0,0.0,2701.0,89.0,524.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
336,2018-06-16,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,735.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,5.0,0.0,31.0,0.0,2403.0,74.0,466.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
337,2018-06-23,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,59.0,2.0,1.0,0.0,716.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,0.0,39.0,0.0,2597.0,81.0,534.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,,
338,2018-06-30,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,75.0,1.0,1.0,0.0,889.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,1.0,0.0,30.0,0.0,2987.0,87.0,603.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
339,2018-07-07,0.0,1.0,1.0,7.0,2.0,0.0,0.0,0.0,56.0,2.0,1.0,0.0,1071.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,2.0,4.0,0.0,42.0,0.0,3173.0,94.0,592.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
340,2018-07-14,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,44.0,0.0,2.0,1.0,1140.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,4.0,0.0,22.0,0.0,3384.0,94.0,649.0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
341,2018-07-21,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,1136.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,4.0,4.0,0.0,22.0,0.0,3202.0,85.0,634.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
342,2018-07-28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,1.0,1177.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,3.0,4.0,0.0,37.0,0.0,3033.0,89.0,624.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
343,2018-08-04,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.0,1.0,0.0,0.0,1249.0,0.0,1.0,12.0,2.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,32.0,0.0,3006.0,81.0,647.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
344,2018-08-11,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,1050.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,2890.0,88.0,611.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
345,2018-08-18,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,42.0,1.0,1.0,0.0,1038.0,0.0,0.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,23.0,0.0,2873.0,85.0,607.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
346,2018-08-25,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,66.0,2.0,1.0,0.0,796.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,3.0,3.0,0.0,31.0,0.0,2816.0,95.0,649.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
347,2018-09-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,684.0,0.0,2.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,4.0,0.0,23.0,0.0,2519.0,76.0,566.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
