,end,cholera,paratyphoid ,typhoid ,acute viral hepatitis a,acute viral hepatitis e,poliomyelitis,plague,yellow fever,dengue fever,dengue haemorrhagic fever,malaria,chikungunya fever,hfmd,diphtheria,measles,mumps  ,rubella,sars,nipah virus infection,acute viral hepatitis b,encephalitis,legionellosis,campylobacteriosis,acute viral hepatitis c,melioidosis,meningococcal infection,pertussis,pneumococcal disease (invasive),haemophilus influenzae type b,salmonellosis(non-enteric fevers),avian influenza,acute upper respiratory tract infections,acute conjunctivitis,acute diarrhoea,chickenpox,zika virus infection,leptospirosis,ebola virus disease,japanese encephalitis,tetanus,botulism,murine typhus,monkeypox,middle east respiratory syndrome
348,2018-09-08,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,75.0,1.0,0.0,0.0,474.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,3.0,0.0,38.0,0.0,2422.0,68.0,499.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
349,2018-09-15,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,594.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,30.0,0.0,2893.0,82.0,593.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
350,2018-09-22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,1.0,0.0,568.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,3.0,0.0,34.0,0.0,2845.0,87.0,606.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
351,2018-09-29,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,40.0,0.0,2.0,0.0,622.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,2.0,11.0,2.0,0.0,0.0,2.0,2.0,0.0,28.0,0.0,2767.0,79.0,571.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
352,2018-10-06,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,586.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,3.0,0.0,2.0,2.0,1.0,30.0,0.0,2659.0,83.0,578.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
353,2018-10-13,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,547.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,1.0,1.0,4.0,3.0,0.0,36.0,0.0,2656.0,76.0,577.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
354,2018-10-20,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,60.0,2.0,1.0,0.0,543.0,0.0,1.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,1.0,0.0,1.0,3.0,0.0,36.0,0.0,2904.0,81.0,620.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
355,2018-10-27,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,78.0,0.0,0.0,2.0,561.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,2.0,0.0,2.0,3.0,0.0,40.0,0.0,2947.0,79.0,616.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
356,2018-11-03,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,2.0,2.0,565.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0,0.0,1.0,0.0,44.0,0.0,3016.0,82.0,584.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
357,2018-11-10,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,528.0,0.0,1.0,11.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,0.0,2.0,1.0,0.0,3.0,0.0,34.0,0.0,3321.0,97.0,615.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
358,2018-11-17,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,78.0,0.0,1.0,0.0,587.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,0.0,1.0,0.0,1.0,4.0,0.0,37.0,0.0,3272.0,84.0,593.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
359,2018-11-24,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,607.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2.0,1.0,0.0,31.0,0.0,3386.0,93.0,568.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
360,2018-12-01,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,109.0,0.0,0.0,4.0,533.0,0.0,1.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,1.0,0.0,3.0,1.0,0.0,21.0,0.0,3295.0,91.0,543.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
361,2018-12-08,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,114.0,1.0,1.0,1.0,500.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,2.0,0.0,2.0,3.0,0.0,31.0,0.0,3138.0,101.0,543.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
362,2018-12-15,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,107.0,1.0,0.0,0.0,461.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,1.0,1.0,1.0,3.0,2.0,1.0,27.0,0.0,3036.0,81.0,509.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
363,2018-12-22,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,127.0,1.0,2.0,0.0,486.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,33.0,0.0,2915.0,85.0,502.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
364,2018-12-29,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,160.0,0.0,2.0,0.0,439.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,24.0,0.0,3420.0,107.0,590.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,
365,2019-01-05,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,205.0,2.0,1.0,1.0,52.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,43.0,0.0,3478.0,123.0,631.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
366,2019-01-12,0.0,2.0,6.0,2.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,79.0,0.0,1.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,2.0,2.0,0.0,28.0,0.0,3291.0,100.0,620.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
367,2019-01-19,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,207.0,8.0,3.0,2.0,69.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,3.0,0.0,55.0,0.0,3391.0,99.0,633.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,
368,2019-01-26,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,221.0,1.0,0.0,1.0,67.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,1.0,1.0,1.0,2.0,0.0,38.0,0.0,3408.0,96.0,601.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
369,2019-02-02,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,179.0,3.0,1.0,0.0,59.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,3.0,6.0,0.0,34.0,0.0,3428.0,95.0,590.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
370,2019-02-09,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,135.0,3.0,0.0,0.0,48.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,4.0,1.0,30.0,0.0,3658.0,107.0,755.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
371,2019-02-16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,232.0,3.0,2.0,0.0,68.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,20.0,0.0,2.0,1.0,5.0,1.0,0.0,40.0,0.0,3237.0,97.0,659.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
372,2019-02-23,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,181.0,1.0,0.0,1.0,89.0,0.0,7.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,0.0,25.0,0.0,3063.0,94.0,622.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
373,2019-03-02,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,156.0,1.0,0.0,2.0,69.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,4.0,2.0,0.0,50.0,0.0,2920.0,90.0,589.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
374,2019-03-09,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,133.0,1.0,0.0,0.0,73.0,0.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,3.0,0.0,41.0,0.0,2949.0,107.0,593.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
375,2019-03-16,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,109.0,0.0,0.0,0.0,105.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,1.0,11.0,0.0,0.0,0.0,3.0,3.0,0.0,39.0,0.0,2881.0,87.0,582.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
376,2019-03-23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,1.0,0.0,68.0,0.0,4.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,1.0,0.0,2.0,2.0,0.0,42.0,0.0,2591.0,87.0,507.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
377,2019-03-30,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,99.0,1.0,1.0,1.0,85.0,0.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,4.0,0.0,66.0,0.0,2687.0,84.0,584.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
378,2019-04-06,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,91.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,72.0,0.0,2834.0,85.0,609.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
379,2019-04-13,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,125.0,0.0,2.0,0.0,115.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,36.0,0.0,2870.0,84.0,586.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
380,2019-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,1.0,1.0,0.0,107.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,42.0,0.0,2995.0,91.0,614.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
381,2019-04-27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,156.0,1.0,0.0,1.0,98.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,3.0,2.0,0.0,37.0,0.0,2963.0,84.0,645.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,
382,2019-05-04,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,192.0,2.0,0.0,0.0,84.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,36.0,0.0,3224.0,90.0,684.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
383,2019-05-11,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,287.0,0.0,0.0,0.0,99.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,3.0,0.0,3.0,4.0,1.0,41.0,0.0,3184.0,83.0,643.0,11.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,,
384,2019-05-18,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,307.0,2.0,1.0,0.0,130.0,0.0,2.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,0.0,1.0,0.0,1.0,5.0,0.0,40.0,0.0,3060.0,91.0,674.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
385,2019-05-25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,376.0,2.0,0.0,0.0,91.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,2.0,0.0,0.0,3.0,0.0,55.0,0.0,3210.0,85.0,675.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
386,2019-06-01,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,400.0,1.0,0.0,0.0,131.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,1.0,2.0,0.0,40.0,0.0,3017.0,79.0,637.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
387,2019-06-08,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,396.0,4.0,1.0,6.0,89.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,3.0,0.0,41.0,0.0,2824.0,88.0,640.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
388,2019-06-15,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,464.0,3.0,1.0,3.0,115.0,0.0,5.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,17.0,0.0,0.0,0.0,2.0,4.0,0.0,43.0,0.0,2797.0,85.0,513.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
389,2019-06-22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,430.0,3.0,0.0,1.0,145.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,1.0,1.0,0.0,37.0,0.0,2824.0,87.0,554.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
390,2019-06-29,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,492.0,5.0,1.0,1.0,143.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,2.0,3.0,0.0,33.0,0.0,2957.0,85.0,593.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
391,2019-07-06,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,591.0,2.0,1.0,1.0,126.0,0.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,1.0,2.0,0.0,1.0,4.0,1.0,43.0,0.0,3182.0,87.0,679.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,
392,2019-07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,2.0,1.0,3.0,135.0,0.0,10.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,0.0,2.0,1.0,1.0,4.0,0.0,31.0,0.0,3312.0,85.0,726.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,
393,2019-07-20,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,644.0,2.0,0.0,1.0,129.0,0.0,17.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,0.0,2.0,0.0,1.0,7.0,0.0,47.0,0.0,3290.0,84.0,697.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
394,2019-07-27,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,601.0,4.0,0.0,3.0,115.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,2.0,0.0,29.0,0.0,3256.0,89.0,751.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
395,2019-08-03,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,597.0,2.0,0.0,3.0,114.0,0.0,10.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,4.0,0.0,37.0,0.0,3102.0,75.0,744.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
396,2019-08-10,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,521.0,2.0,0.0,0.0,97.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,2.0,3.0,0.0,32.0,0.0,2837.0,71.0,696.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
397,2019-08-17,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,522.0,2.0,0.0,1.0,97.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,0.0,2794.0,81.0,727.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
398,2019-08-24,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,474.0,0.0,0.0,6.0,90.0,0.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,2.0,2.0,4.0,0.0,38.0,0.0,2621.0,85.0,729.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
399,2019-08-31,0.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,412.0,2.0,0.0,1.0,103.0,0.0,5.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,2.0,0.0,31.0,0.0,2510.0,77.0,672.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
400,2019-09-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,326.0,1.0,0.0,1.0,97.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,36.0,0.0,2393.0,73.0,610.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
401,2019-09-14,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,314.0,3.0,1.0,2.0,117.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,1.0,0.0,0.0,1.0,2.0,0.0,29.0,0.0,2286.0,79.0,539.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,
402,2019-09-21,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,299.0,2.0,2.0,2.0,100.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,38.0,0.0,2720.0,89.0,571.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,
403,2019-09-28,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,258.0,3.0,0.0,1.0,104.0,0.0,2.0,8.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,43.0,0.0,2564.0,88.0,578.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
404,2019-10-05,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,243.0,3.0,0.0,2.0,88.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,2.0,2.0,0.0,45.0,0.0,2619.0,71.0,572.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
405,2019-10-12,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,227.0,1.0,2.0,4.0,105.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,37.0,0.0,2848.0,82.0,566.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
406,2019-10-19,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,239.0,0.0,0.0,0.0,92.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,43.0,0.0,2987.0,83.0,565.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
407,2019-10-26,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,241.0,1.0,0.0,1.0,124.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,36.0,0.0,2952.0,78.0,585.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,
408,2019-11-02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,306.0,2.0,2.0,1.0,93.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,4.0,0.0,35.0,0.0,3208.0,83.0,627.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
409,2019-11-09,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,321.0,1.0,0.0,0.0,82.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,0.0,2.0,0.0,0.0,2.0,0.0,52.0,0.0,3156.0,83.0,586.0,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,
410,2019-11-16,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,372.0,1.0,0.0,0.0,95.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,33.0,0.0,3115.0,80.0,581.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
411,2019-11-23,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,328.0,2.0,2.0,1.0,98.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,0.0,0.0,4.0,0.0,37.0,0.0,3101.0,77.0,559.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
412,2019-11-30,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,295.0,0.0,1.0,0.0,111.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,1.0,0.0,1.0,0.0,2.0,0.0,35.0,0.0,2966.0,80.0,542.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
413,2019-12-07,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,280.0,1.0,0.0,4.0,97.0,0.0,1.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,35.0,0.0,2966.0,83.0,526.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
414,2019-12-14,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,257.0,0.0,2.0,0.0,97.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,34.0,0.0,3062.0,88.0,490.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
415,2019-12-21,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,226.0,0.0,1.0,1.0,63.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,3.0,0.0,1.0,3.0,0.0,36.0,0.0,3050.0,83.0,511.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,
416,2019-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,0.0,2.0,2.0,75.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0,0.0,0.0,2.0,0.0,33.0,0.0,3701.0,99.0,598.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,
417,2020-01-04,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,302.0,1.0,1.0,3.0,85.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,2.0,0.0,2.0,1.0,3.0,0.0,19.0,0.0,3842.0,125.0,640.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
418,2020-01-11,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,342.0,1.0,1.0,1.0,82.0,0.0,1.0,11.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,25.0,0.0,3585.0,108.0,604.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
419,2020-01-18,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,402.0,2.0,1.0,1.0,112.0,0.0,2.0,9.0,1.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,2.0,0.0,1.0,2.0,0.0,26.0,0.0,3708.0,106.0,589.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
420,2020-01-25,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,307.0,2.0,0.0,0.0,61.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,1.0,0.0,2.0,0.0,32.0,0.0,3811.0,97.0,626.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,
421,2020-02-01,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,370.0,0.0,0.0,1.0,114.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,1.0,33.0,0.0,4728.0,83.0,541.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
422,2020-02-08,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,400.0,0.0,0.0,1.0,79.0,0.0,1.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,2.0,0.0,2.0,3.0,0.0,42.0,0.0,3791.0,84.0,539.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,
