date,total_public_private_pay,residential_public_private_pay,commercial_public_private_pay,industrial_public_private_pay,institutional_others_public_private_pay,civil_engineering_public_private_pay,total_public_pay,residential_public_pay,commercial_public_pay,industrial_public_pay,institutional_others_public_pay,civil_engineering_public_pay,total_private_pay,residential_private_pay,commercial_private_pay,industrial_private_pay,institutional_others_private_pay,civil_engineering_private_pay,total_public_private_con,residential_public_private_con,commercial_public_private_con,industrial_public_private_con,institutional_others_public_private_con,civil_engineering_public_private_con,total_public_con,residential_public_con,commercial_public_con,industrial_public_con,institutional_others_public_con,civil_engineering_public_con,total_private_con,residential_private_con,commercial_private_con,industrial_private_con,institutional_others_private_con,civil_engineering_private_con,Total,  Manufacturing,  Construction,  Wholesale Trade,  Retail Trade,  Transportation & Storage,  Accommodation,  Food & Beverage Services,  Information & Communications,  Finance & Insurance,  Real Estate,  Professional Services,  Administrative & Support Services,"  Education, Health & Social Services","  Arts, Entertainment, Recreation & Other Services",  Others
1987-05-01,394.3,117.2,27.9,36.2,45.9,167,308.1,89,11.4,1.1,40.8,165.8,86.2,28.2,16.5,35.1,5.1,1.2,282.1,123.5,7.5,31.6,55.1,64.4,226.7,93.1,4.4,11.1,53.8,64.3,55.4,30.4,3.1,20.5,1.3,0.1,,,,,,,,,,,,,,,,
1987-04-01,410,136.8,26.9,15.4,45,185.8,341,108.6,11.4,1,39.3,180.6,69,28.2,15.5,14.4,5.7,5.2,283.6,84.6,14.3,88.2,43.3,53.2,146.8,54.6,5.8,1.9,31.4,53.1,136.8,30,8.5,86.3,11.9,0.1,,,,,,,,,,,,,,,,
1987-03-01,402.3,125.3,35,11.6,52.3,177.9,345.1,100.4,17.5,1,49,177.1,57.2,24.9,17.5,10.6,3.3,0.8,295.3,143,35.4,13.9,22.3,80.7,260.4,126.2,34.2,0,21.5,78.6,34.9,16.8,1.2,13.9,0.8,2.1,,,,,,,,,,,,,,,,
1987-02-01,353.4,109,33.2,14.9,39.2,157.1,298.6,88.9,15.8,0.6,36.6,156.7,54.8,20.1,17.4,14.3,2.6,0.4,368.3,186.9,17,7.4,10,146.9,263.2,101.3,2.8,3.1,9.4,146.6,105.1,85.6,14.2,4.3,0.6,0.3,,,,,,,,,,,,,,,,
1987-01-01,435.8,120.5,38.4,25.6,48.8,202.5,350.5,91,14.2,0.7,42.6,202.1,85.3,29.5,24.2,24.9,6.2,0.4,304.4,122.2,4.7,20.6,78.4,78.5,223.2,96,0.8,0.6,47.8,77.9,81.2,26.2,3.9,20,30.6,0.6,,,,,,,,,,,,,,,,
1986-12-01,453.2,140,36.9,21.1,58.3,196.8,365.3,107.7,11.4,0.4,51.1,194.6,87.9,32.3,25.5,20.7,7.2,2.2,207.6,121,5.1,9.2,46.1,26.3,173.3,103.8,0.3,0.2,43.3,25.7,34.3,17.2,4.8,9,2.8,0.6,,,,,,,,,,,,,,,,
1986-11-01,455.2,133.5,32.5,14.4,57.5,217.3,383.4,105.3,6.5,0.8,53.9,216.9,71.8,28.2,26,13.6,3.6,0.4,175.8,95.6,6.7,12.3,27.6,33.5,132,78.1,0.8,0.6,19.4,33.1,43.8,17.5,5.9,11.7,8.2,0.4,,,,,,,,,,,,,,,,
1986-10-01,473.7,144.2,42.2,21.7,62.6,203.1,379.8,113.1,6.4,0.2,57.6,202.5,93.9,31.1,35.8,21.5,5,0.6,328.2,142.2,15.1,7.8,58.5,104.6,289.3,124.5,10.1,0.7,49.5,104.5,38.9,17.7,5,7.1,9,0.1,,,,,,,,,,,,,,,,
1986-09-01,417.1,132.7,32.6,15.9,65.3,170.8,344.6,103.9,7.9,0.5,61.9,170.5,72.5,28.8,24.7,15.4,3.4,0.3,261.3,132.2,16.6,16.1,27.7,68.7,226.3,115.2,14,4,24.5,68.6,35,17,2.6,12.1,3.2,0.1,,,,,,,,,,,,,,,,
1986-08-01,450.1,142.1,34.3,15.6,74,184.2,367.7,109.4,6,0.6,67.9,183.8,82.4,32.7,28.3,15,6.1,0.4,243.6,158.2,7.8,5.2,40.7,31.7,218.8,145.7,4.3,2.5,34.8,31.6,24.8,12.5,3.5,2.7,5.9,0.1,,,,,,,,,,,,,,,,
1986-07-01,459.7,164.6,44.7,22.3,61.7,166.3,361.4,130.9,6.8,0.7,57.3,165.7,98.3,33.7,37.9,21.6,4.4,0.6,324.8,171.7,3.9,21.4,45.4,82.4,275.9,151.5,0.9,1.2,40.8,81.5,48.9,20.2,3,20.2,4.6,0.9,,,,,,,,,,,,,,,,
1986-06-01,439.5,144.9,42.1,12.6,63.6,176.5,357.8,113.4,7.9,0.4,59.9,176.3,81.7,31.5,34.2,12.2,3.7,0.2,313.5,78.7,0.3,5.6,57.2,171.6,298.5,71.8,0,0,56,170.6,15,6.9,0.3,5.6,1.2,1,,,,,,,,,,,,,,,,
1986-05-01,468.3,159.4,64.7,17.6,75.4,151.1,351.8,118.4,9.3,1,72,151,116.5,41,55.4,16.6,3.4,0.1,277.1,135.8,3,3.3,50.5,84.5,259.5,127.1,0.3,0.5,47.5,84.2,17.6,8.7,2.7,2.8,3,0.3,,,,,,,,,,,,,,,,
1986-04-01,474.1,168.9,66.4,14.2,59.3,165.4,349.4,122.4,7.4,1,53.3,165.4,124.7,46.5,59,13.2,6,0,368.5,122.2,8.3,14.7,69,154.4,338.1,111,4.4,0.3,68.3,154.2,30.4,11.2,3.9,14.4,0.7,0.2,,,,,,,,,,,,,,,,
1986-03-01,422.5,172.6,43.5,14.3,68.6,123.5,332.2,131.7,10.9,1.7,64.5,123.4,90.3,40.9,32.6,12.6,4.1,0.1,408.4,101.1,14.4,1.6,71.1,220.3,397.3,98.9,13.1,0.2,64.8,220.3,11.1,2.2,1.3,1.4,6.3,0,,,,,,,,,,,,,,,,
1986-02-01,424,152.6,63.1,18.3,68.7,121.4,313.6,119.8,5.9,1.1,65.4,121.4,110.4,32.8,57.2,17.2,3.3,0,258.2,98.9,10.2,7.5,27.9,113.7,233.4,90.3,5.3,1.2,23.2,113.3,24.8,8.6,4.9,6.3,4.7,0.4,,,,,,,,,,,,,,,,
1986-01-01,484.6,180.2,59.6,29.4,82.6,132.8,341.1,121,9.6,1.7,76,132.8,143.5,59.2,50,27.7,6.6,0,730.8,134.9,13.5,30.8,18.7,532.8,670.3,119.9,0.9,0.1,16.6,532.8,60.5,15,12.6,30.7,2.1,0,,,,,,,,,,,,,,,,
1985-12-01,477.7,na,na,na,na,na,331.2,na,na,na,na,na,146.5,na,na,na,na,na,684,na,na,na,na,na,652.6,na,na,na,na,na,31.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1985-11-01,518.3,na,na,na,na,na,355.4,na,na,na,na,na,162.9,na,na,na,na,na,451.1,na,na,na,na,na,389.7,na,na,na,na,na,61.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1985-10-01,515.9,na,na,na,na,na,342.7,na,na,na,na,na,173.2,na,na,na,na,na,621.2,na,na,na,na,na,579.4,na,na,na,na,na,41.8,na,na,na,na,na,,,,,,,,,,,,,,,,
1985-09-01,532.5,na,na,na,na,na,366.3,na,na,na,na,na,166.2,na,na,na,na,na,263.6,na,na,na,na,na,212,na,na,na,na,na,51.6,na,na,na,na,na,,,,,,,,,,,,,,,,
1985-08-01,542.5,na,na,na,na,na,357.4,na,na,na,na,na,185.1,na,na,na,na,na,246.5,na,na,na,na,na,175.6,na,na,na,na,na,70.9,na,na,na,na,na,,,,,,,,,,,,,,,,
1985-07-01,590.3,na,na,na,na,na,414.1,na,na,na,na,na,176.2,na,na,na,na,na,186.5,na,na,na,na,na,154.1,na,na,na,na,na,32.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1985-06-01,537.8,na,na,na,na,na,358.9,na,na,na,na,na,178.9,na,na,na,na,na,222.8,na,na,na,na,na,192.4,na,na,na,na,na,30.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1985-05-01,568.4,na,na,na,na,na,355.7,na,na,na,na,na,212.7,na,na,na,na,na,358.3,na,na,na,na,na,309.1,na,na,na,na,na,49.2,na,na,na,na,na,,,,,,,,,,,,,,,,
1985-04-01,553.5,na,na,na,na,na,347.6,na,na,na,na,na,205.9,na,na,na,na,na,563.1,na,na,na,na,na,454.7,na,na,na,na,na,108.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1985-03-01,540.2,na,na,na,na,na,325.7,na,na,na,na,na,214.5,na,na,na,na,na,312.6,na,na,na,na,na,224.5,na,na,na,na,na,88.1,na,na,na,na,na,,,,,,,,,,,,,,,,
1985-02-01,574,na,na,na,na,na,346.6,na,na,na,na,na,227.4,na,na,na,na,na,313.7,na,na,na,na,na,245.8,na,na,na,na,na,67.9,na,na,na,na,na,,,,,,,,,,,,,,,,
1985-01-01,696.1,na,na,na,na,na,409.8,na,na,na,na,na,286.3,na,na,na,na,na,613,na,na,na,na,na,562.6,na,na,na,na,na,50.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-12-01,640,na,na,na,na,na,379.2,na,na,na,na,na,260.8,na,na,na,na,na,240.5,na,na,na,na,na,202,na,na,na,na,na,38.5,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-11-01,703.6,na,na,na,na,na,422.5,na,na,na,na,na,281.1,na,na,na,na,na,412,na,na,na,na,na,368.3,na,na,na,na,na,43.7,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-10-01,702.6,na,na,na,na,na,418.5,na,na,na,na,na,284.1,na,na,na,na,na,576.5,na,na,na,na,na,499.9,na,na,na,na,na,76.6,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-09-01,676.9,na,na,na,na,na,421.3,na,na,na,na,na,255.6,na,na,na,na,na,516.5,na,na,na,na,na,459.7,na,na,na,na,na,56.8,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-08-01,701.1,na,na,na,na,na,430,na,na,na,na,na,271.1,na,na,na,na,na,361.7,na,na,na,na,na,293.4,na,na,na,na,na,68.3,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-07-01,698.9,na,na,na,na,na,428.2,na,na,na,na,na,270.7,na,na,na,na,na,619.1,na,na,na,na,na,295.6,na,na,na,na,na,323.5,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-06-01,723.1,na,na,na,na,na,431.7,na,na,na,na,na,291.4,na,na,na,na,na,259.1,na,na,na,na,na,180.9,na,na,na,na,na,78.2,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-05-01,754.6,na,na,na,na,na,450.1,na,na,na,na,na,304.5,na,na,na,na,na,622.7,na,na,na,na,na,492.7,na,na,na,na,na,130,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-04-01,720.2,na,na,na,na,na,436.5,na,na,na,na,na,283.7,na,na,na,na,na,870.5,na,na,na,na,na,691.2,na,na,na,na,na,179.3,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-03-01,719.5,na,na,na,na,na,457.4,na,na,na,na,na,262.1,na,na,na,na,na,606.7,na,na,na,na,na,373.7,na,na,na,na,na,233,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-02-01,620.1,na,na,na,na,na,369.1,na,na,na,na,na,251,na,na,na,na,na,1067.1,na,na,na,na,na,968.9,na,na,na,na,na,98.2,na,na,na,na,na,,,,,,,,,,,,,,,,
1984-01-01,842.3,na,na,na,na,na,492.3,na,na,na,na,na,350,na,na,na,na,na,810.5,na,na,na,na,na,642.9,na,na,na,na,na,167.6,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-12-01,775.1,na,na,na,na,na,462.6,na,na,na,na,na,312.5,na,na,na,na,na,888.9,na,na,na,na,na,592.8,na,na,na,na,na,296.1,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-11-01,777.6,na,na,na,na,na,471.4,na,na,na,na,na,306.2,na,na,na,na,na,654.4,na,na,na,na,na,325.7,na,na,na,na,na,328.7,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-10-01,756.7,na,na,na,na,na,468.2,na,na,na,na,na,288.5,na,na,na,na,na,642.1,na,na,na,na,na,456.2,na,na,na,na,na,185.9,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-09-01,721.6,na,na,na,na,na,431.8,na,na,na,na,na,289.8,na,na,na,na,na,787,na,na,na,na,na,630.3,na,na,na,na,na,156.7,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-08-01,722.9,na,na,na,na,na,436.6,na,na,na,na,na,286.3,na,na,na,na,na,860.5,na,na,na,na,na,576.8,na,na,na,na,na,283.7,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-07-01,689.6,na,na,na,na,na,398.3,na,na,na,na,na,291.3,na,na,na,na,na,1036.4,na,na,na,na,na,461.7,na,na,na,na,na,574.7,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-06-01,676.1,na,na,na,na,na,414.2,na,na,na,na,na,261.9,na,na,na,na,na,592.4,na,na,na,na,na,285.7,na,na,na,na,na,306.7,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-05-01,669,na,na,na,na,na,406.1,na,na,na,na,na,262.9,na,na,na,na,na,412,na,na,na,na,na,274.9,na,na,na,na,na,137.1,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-04-01,628.3,na,na,na,na,na,368.3,na,na,na,na,na,260,na,na,na,na,na,1201.2,na,na,na,na,na,633.9,na,na,na,na,na,567.3,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-03-01,638.2,na,na,na,na,na,401.8,na,na,na,na,na,236.4,na,na,na,na,na,827.4,na,na,na,na,na,608.3,na,na,na,na,na,219.1,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-02-01,503.5,na,na,na,na,na,297.4,na,na,na,na,na,206.1,na,na,na,na,na,425.2,na,na,na,na,na,197.4,na,na,na,na,na,227.8,na,na,na,na,na,,,,,,,,,,,,,,,,
1983-01-01,634.6,na,na,na,na,na,369.6,na,na,na,na,na,265,na,na,na,na,na,1282.4,na,na,na,na,na,415,na,na,na,na,na,867.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-12-01,561.1,na,na,na,na,na,337.1,na,na,na,na,na,224,na,na,na,na,na,1637.1,na,na,na,na,na,720.5,na,na,na,na,na,916.6,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-11-01,554,na,na,na,na,na,323.2,na,na,na,na,na,230.8,na,na,na,na,na,759.1,na,na,na,na,na,569.6,na,na,na,na,na,189.5,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-10-01,596.6,na,na,na,na,na,363.9,na,na,na,na,na,232.7,na,na,na,na,na,700,na,na,na,na,na,242.9,na,na,na,na,na,457.1,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-09-01,566.4,na,na,na,na,na,347.5,na,na,na,na,na,218.9,na,na,na,na,na,711,na,na,na,na,na,433.6,na,na,na,na,na,277.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-08-01,544.1,na,na,na,na,na,325.3,na,na,na,na,na,218.8,na,na,na,na,na,508.4,na,na,na,na,na,285.1,na,na,na,na,na,223.3,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-07-01,526.4,na,na,na,na,na,300.7,na,na,na,na,na,225.7,na,na,na,na,na,530.1,na,na,na,na,na,364.7,na,na,na,na,na,165.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-06-01,510.3,na,na,na,na,na,306,na,na,na,na,na,204.3,na,na,na,na,na,781,na,na,na,na,na,296.6,na,na,na,na,na,484.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-05-01,480.4,na,na,na,na,na,286.8,na,na,na,na,na,193.6,na,na,na,na,na,602.6,na,na,na,na,na,377.9,na,na,na,na,na,224.7,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-04-01,518.1,na,na,na,na,na,311.5,na,na,na,na,na,206.6,na,na,na,na,na,589.6,na,na,na,na,na,349,na,na,na,na,na,240.6,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-03-01,465.9,na,na,na,na,na,262.5,na,na,na,na,na,203.4,na,na,na,na,na,1030.1,na,na,na,na,na,375.6,na,na,na,na,na,654.5,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-02-01,430,na,na,na,na,na,251.3,na,na,na,na,na,178.7,na,na,na,na,na,810.2,na,na,na,na,na,355.7,na,na,na,na,na,454.5,na,na,na,na,na,,,,,,,,,,,,,,,,
1982-01-01,404.6,na,na,na,na,na,215.1,na,na,na,na,na,189.5,na,na,na,na,na,563.4,na,na,na,na,na,312.4,na,na,na,na,na,251,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-12-01,454.6,na,na,na,na,na,258.3,na,na,na,na,na,196.3,na,na,na,na,na,805.1,na,na,na,na,na,480.7,na,na,na,na,na,324.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-11-01,430.7,na,na,na,na,na,261.5,na,na,na,na,na,169.2,na,na,na,na,na,457.6,na,na,na,na,na,176.9,na,na,na,na,na,280.7,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-10-01,393.3,na,na,na,na,na,221.5,na,na,na,na,na,171.8,na,na,na,na,na,607.4,na,na,na,na,na,375.4,na,na,na,na,na,232,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-09-01,402.3,na,na,na,na,na,249.3,na,na,na,na,na,153,na,na,na,na,na,750.7,na,na,na,na,na,495.1,na,na,na,na,na,255.6,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-08-01,328.7,na,na,na,na,na,186.5,na,na,na,na,na,142.2,na,na,na,na,na,969.9,na,na,na,na,na,762,na,na,na,na,na,207.9,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-07-01,349.6,na,na,na,na,na,194.4,na,na,na,na,na,155.2,na,na,na,na,na,667.5,na,na,na,na,na,364.2,na,na,na,na,na,303.3,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-06-01,331.1,na,na,na,na,na,187.3,na,na,na,na,na,143.8,na,na,na,na,na,431.9,na,na,na,na,na,306.1,na,na,na,na,na,125.8,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-05-01,334.5,na,na,na,na,na,199.9,na,na,na,na,na,134.6,na,na,na,na,na,410.1,na,na,na,na,na,148.4,na,na,na,na,na,261.7,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-04-01,310.9,na,na,na,na,na,189.4,na,na,na,na,na,121.5,na,na,na,na,na,386.3,na,na,na,na,na,152.9,na,na,na,na,na,233.4,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-03-01,285.7,na,na,na,na,na,183.1,na,na,na,na,na,102.6,na,na,na,na,na,322.5,na,na,na,na,na,173.7,na,na,na,na,na,148.8,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-02-01,232.5,na,na,na,na,na,156.7,na,na,na,na,na,75.8,na,na,na,na,na,337.8,na,na,na,na,na,173.3,na,na,na,na,na,164.5,na,na,na,na,na,,,,,,,,,,,,,,,,
1981-01-01,317.8,na,na,na,na,na,192.2,na,na,na,na,na,125.6,na,na,na,na,na,492.1,na,na,na,na,na,220.8,na,na,na,na,na,271.3,na,na,na,na,na,,,,,,,,,,,,,,,,
2023-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6480,261,306,1097,581,197,14,317,861,650,72,1095,267,352,380,30
